subscription_id,user_id,plan_type,start_date,end_date,status
sub_00000198,user_000174,free,2025-03-22,,active
sub_00000199,user_000175,free,2025-10-27,,active
sub_00000200,user_000176,pro,2025-02-17,,active
sub_00000201,user_000177,free,2025-02-26,,active
sub_00000202,user_000178,free,2024-12-14,,active
sub_00000203,user_000179,free,2025-06-02,,active
sub_00000204,user_000180,free,2025-06-29,,active
sub_00000205,user_000181,enterprise,2025-03-24,,active
sub_00000206,user_000182,pro,2025-09-19,,active
sub_00000207,user_000183,free,2025-12-02,,active
sub_00000208,user_000184,free,2025-09-01,,active
sub_00000209,user_000185,free,2025-11-11,,active
sub_00000210,user_000186,free,2025-06-10,,active
sub_00000211,user_000187,free,2025-10-11,,active
sub_00000212,user_000188,enterprise,2025-07-20,,active
sub_00000213,user_000189,enterprise,2025-06-29,,active
sub_00000214,user_000190,free,2025-12-20,,active
sub_00000215,user_000191,enterprise,2025-12-25,,active
sub_00000216,user_000192,free,2024-05-12,,active
sub_00000217,user_000193,pro,2025-08-11,,active
sub_00000218,user_000194,pro,2024-06-15,,active
sub_00000219,user_000195,pro,2024-08-29,,active
sub_00000220,user_000196,pro,2024-11-28,,active
sub_00000221,user_000196,free,2025-01-28,,active
sub_00000222,user_000197,free,2025-11-26,,active
sub_00000223,user_000198,free,2025-12-14,,active
sub_00000224,user_000199,free,2024-10-16,,active
sub_00000225,user_000200,free,2025-05-05,,active
sub_00000226,user_000201,free,2025-09-19,,active
sub_00000227,user_000202,free,2025-01-10,,active
sub_00000228,user_000203,free,2025-09-03,,active
sub_00000229,user_000204,free,2024-11-14,,active
sub_00000230,user_000204,pro,2025-04-13,,active
sub_00000231,user_000205,pro,2025-01-30,,active
sub_00000232,user_000206,enterprise,2024-03-10,,active
sub_00000233,user_000206,pro,2024-08-06,,active
sub_00000234,user_000207,free,2024-12-29,,active
sub_00000235,user_000208,free,2025-02-15,,active
sub_00000236,user_000209,pro,2025-07-18,,active
sub_00000237,user_000210,free,2024-10-27,,active
sub_00000238,user_000211,free,2025-11-20,,active
sub_00000239,user_000212,free,2025-06-27,,active
sub_00000240,user_000212,pro,2025-09-25,,active
sub_00000241,user_000213,free,2024-09-13,,active
sub_00000242,user_000213,pro,2024-11-26,,active
sub_00000243,user_000214,free,2025-08-31,,active
sub_00000244,user_000214,pro,2025-12-22,,active
sub_00000245,user_000215,free,2025-06-16,,active
sub_00000246,user_000216,enterprise,2025-09-06,,active
sub_00000247,user_000217,free,2025-02-08,,active
sub_00000248,user_000218,free,2025-06-03,,active
sub_00000249,user_000219,enterprise,2024-09-04,,active
sub_00000250,user_000220,free,2025-11-02,,active
sub_00000251,user_000221,free,2024-11-10,,active
sub_00000252,user_000221,pro,2025-02-09,,active
sub_00000253,user_000222,enterprise,2025-10-02,,active
sub_00000254,user_000223,free,2025-01-28,,active
sub_00000255,user_000224,enterprise,2025-05-04,,active
sub_00000256,user_000224,pro,2025-09-05,,active
sub_00000257,user_000225,enterprise,2025-12-23,,active
sub_00000258,user_000226,pro,2025-12-09,,active
sub_00000259,user_000227,free,2025-04-01,,active
sub_00000260,user_000227,pro,2025-07-30,,active
sub_00000261,user_000228,free,2025-05-21,,active
sub_00000262,user_000229,free,2025-01-29,,active
sub_00000263,user_000230,free,2025-10-21,,active
sub_00000264,user_000231,free,2025-08-25,,active
sub_00000265,user_000232,free,2025-06-10,,active
sub_00000266,user_000233,free,2025-03-16,,active
sub_00000267,user_000234,free,2025-05-18,,active
sub_00000268,user_000235,free,2024-11-25,,active
sub_00000269,user_000236,free,2024-12-30,,active
sub_00000270,user_000237,free,2025-10-31,,active
sub_00000271,user_000238,pro,2025-12-07,,active
sub_00000272,user_000239,free,2025-05-29,,active
sub_00000273,user_000240,enterprise,2025-08-25,,active
sub_00000274,user_000240,pro,2025-12-06,,active
sub_00000275,user_000241,pro,2025-02-18,,active
sub_00000276,user_000241,enterprise,2025-07-06,,active
sub_00000277,user_000242,free,2025-04-18,,active
sub_00000278,user_000243,pro,2025-07-11,,active
sub_00000279,user_000244,free,2025-11-03,,active
sub_00000280,user_000245,free,2025-10-16,,active
sub_00000281,user_000246,pro,2025-10-14,,active
sub_00000282,user_000247,free,2025-08-31,,active
sub_00000283,user_000248,free,2024-09-06,,active
sub_00000284,user_000249,free,2025-07-10,,active
sub_00000285,user_000250,enterprise,2024-09-18,,active
sub_00000286,user_000251,free,2025-06-20,,active
sub_00000287,user_000252,free,2025-11-01,,active
sub_00000288,user_000253,free,2024-08-27,,active
sub_00000289,user_000254,free,2025-07-09,,active
sub_00000290,user_000255,free,2025-07-17,,active
sub_00000291,user_000256,free,2025-04-18,,active
sub_00000292,user_000257,free,2024-10-11,,active
sub_00000293,user_000258,pro,2025-12-02,,active
sub_00000294,user_000259,enterprise,2025-04-24,,active
sub_00000295,user_000260,free,2025-12-12,,active
sub_00000296,user_000261,enterprise,2025-09-13,,active
sub_00000297,user_000262,free,2025-09-04,,active
sub_00000298,user_000263,pro,2025-01-29,,active
sub_00000299,user_000263,enterprise,2025-05-22,,active
sub_00000300,user_000264,pro,2024-09-18,,active
sub_00000301,user_000265,free,2025-11-25,,active
sub_00000302,user_000266,free,2025-05-09,,active
sub_00000303,user_000267,pro,2024-12-21,,active
sub_00000304,user_000268,free,2025-06-11,,active
sub_00000305,user_000269,pro,2025-04-01,,active
sub_00000306,user_000270,enterprise,2025-12-15,,active
sub_00000307,user_000271,enterprise,2025-07-19,,active
sub_00000308,user_000272,free,2025-02-23,,active
sub_00000309,user_000273,pro,2025-11-13,,active
sub_00000310,user_000274,free,2025-12-02,,active
sub_00000311,user_000275,free,2025-06-14,,active
sub_00000312,user_000276,enterprise,2025-02-13,,active
sub_00000313,user_000277,pro,2025-11-11,,active
sub_00000314,user_000278,free,2025-11-08,,active
sub_00000315,user_000279,free,2024-03-30,,active
sub_00000316,user_000280,free,2025-10-04,,active
sub_00000317,user_000281,free,2024-08-04,,active
sub_00000318,user_000282,free,2025-12-02,,active
sub_00000319,user_000283,free,2024-12-01,,active
sub_00000320,user_000284,free,2025-09-11,,active
sub_00000321,user_000285,enterprise,2025-07-10,,active
sub_00000322,user_000286,enterprise,2025-08-31,,active
sub_00000323,user_000287,pro,2025-04-21,,active
sub_00000324,user_000288,free,2025-04-14,,active
sub_00000325,user_000289,free,2025-10-22,,active
sub_00000326,user_000290,enterprise,2024-08-29,,active
sub_00000327,user_000290,pro,2025-02-05,,active
sub_00000328,user_000291,free,2025-01-18,,active
sub_00000329,user_000292,free,2025-07-25,,active
sub_00000330,user_000292,pro,2025-12-15,,active
sub_00000331,user_000293,pro,2025-10-23,,active
sub_00000332,user_000294,pro,2025-11-27,,active
sub_00000333,user_000295,pro,2025-07-05,,active
sub_00000334,user_000296,free,2025-10-04,,active
sub_00000335,user_000296,pro,2025-12-03,,active
sub_00000336,user_000297,free,2025-04-08,,active
sub_00000337,user_000297,pro,2025-05-22,,active
sub_00000338,user_000298,free,2025-06-02,,active
sub_00000339,user_000299,enterprise,2025-04-26,,active
sub_00000340,user_000300,pro,2024-09-16,,active
sub_00000341,user_000300,free,2025-01-26,,active
sub_00000342,user_000301,free,2025-12-17,,active
sub_00000343,user_000302,pro,2024-09-04,,active
sub_00000344,user_000303,free,2025-08-20,,active
sub_00000345,user_000304,free,2025-08-07,,active
sub_00000346,user_000305,pro,2024-11-01,,active
sub_00000347,user_000305,enterprise,2024-12-19,,active
sub_00000348,user_000306,free,2025-03-03,,active
sub_00000349,user_000307,free,2025-12-05,,active
sub_00000350,user_000308,free,2025-11-30,,active
sub_00000351,user_000309,pro,2025-04-07,,active
sub_00000352,user_000310,enterprise,2025-11-15,,active
sub_00000353,user_000310,pro,2025-12-20,,active
sub_00000354,user_000311,free,2025-07-11,,active
sub_00000355,user_000311,pro,2025-09-01,,active
sub_00000356,user_000312,free,2024-06-19,,active
sub_00000357,user_000312,pro,2024-10-28,,active
sub_00000358,user_000313,free,2025-08-22,,active
sub_00000359,user_000314,pro,2025-07-18,,active
sub_00000360,user_000315,pro,2025-09-03,,active
sub_00000361,user_000315,enterprise,2025-10-31,,active
sub_00000362,user_000316,pro,2025-10-23,,active
sub_00000363,user_000317,free,2025-12-04,,active
sub_00000364,user_000318,pro,2025-04-09,,active
sub_00000365,user_000319,free,2025-11-13,,active
sub_00000366,user_000320,free,2025-03-28,,active
sub_00000367,user_000321,pro,2024-12-11,,active
sub_00000368,user_000321,enterprise,2025-03-25,,active
sub_00000369,user_000322,enterprise,2025-08-03,,active
sub_00000370,user_000323,free,2025-08-08,,active
sub_00000371,user_000324,free,2025-07-06,,active
sub_00000372,user_000324,pro,2025-08-06,,active
sub_00000373,user_000325,free,2025-10-31,,active
sub_00000374,user_000326,free,2025-06-09,,active
sub_00000375,user_000326,pro,2025-09-20,,active
sub_00000376,user_000327,pro,2025-10-01,,active
sub_00000377,user_000328,free,2025-05-05,,active
sub_00000378,user_000328,pro,2025-07-16,,active
sub_00000379,user_000329,free,2025-02-21,,active
sub_00000380,user_000330,pro,2025-02-22,,active
sub_00000381,user_000331,pro,2025-04-03,,active
sub_00000382,user_000332,free,2025-04-01,,active
sub_00000383,user_000332,pro,2025-05-30,,active
sub_00000384,user_000333,pro,2025-01-29,,active
sub_00000385,user_000334,pro,2025-09-08,,active
sub_00000386,user_000335,pro,2025-11-25,,active
sub_00000387,user_000336,free,2025-08-06,,active
sub_00000388,user_000337,free,2025-10-17,,active
sub_00000389,user_000338,free,2025-12-23,,active
sub_00000390,user_000339,free,2025-10-14,,active
sub_00000391,user_000340,free,2024-11-25,,active
sub_00000392,user_000341,free,2025-07-14,,active
sub_00000393,user_000341,pro,2025-08-20,,active
sub_00000394,user_000342,free,2025-10-08,,active
sub_00000395,user_000343,free,2025-09-28,,active
sub_00000396,user_000344,free,2025-12-25,,active
sub_00000397,user_000345,free,2024-06-20,,active
sub_00000398,user_000346,pro,2025-08-09,,active
sub_00000399,user_000346,enterprise,2025-12-19,,active
sub_00000400,user_000347,pro,2025-08-25,,active
sub_00000401,user_000348,free,2025-12-15,,active
sub_00000402,user_000349,free,2025-09-21,,active
sub_00000403,user_000350,free,2025-10-07,,active
sub_00000404,user_000351,free,2025-09-11,,active
sub_00000405,user_000352,pro,2025-04-20,,active
sub_00000406,user_000353,free,2025-09-22,,active
sub_00000407,user_000354,enterprise,2025-02-05,,active
sub_00000408,user_000355,free,2025-09-26,,active
sub_00000409,user_000356,free,2025-03-10,,active
sub_00000410,user_000357,enterprise,2025-11-04,,active
sub_00000411,user_000358,free,2025-09-30,,active
sub_00000412,user_000359,free,2025-01-20,,active
sub_00000413,user_000360,free,2025-08-24,,active
sub_00000414,user_000361,free,2025-09-01,,active
sub_00000415,user_000362,free,2025-10-19,,active
sub_00000416,user_000363,pro,2025-12-11,,active
sub_00000417,user_000364,pro,2025-04-08,,active
sub_00000418,user_000365,pro,2025-07-22,,active
sub_00000419,user_000366,free,2025-11-25,,active
sub_00000420,user_000367,pro,2025-07-05,,active
sub_00000421,user_000367,enterprise,2025-09-03,,active
sub_00000422,user_000368,pro,2024-04-22,,active
sub_00000423,user_000369,free,2025-12-27,,active
sub_00000424,user_000370,free,2025-06-22,,active
sub_00000425,user_000371,free,2025-02-28,,active
sub_00000426,user_000372,free,2025-10-15,,active
sub_00000427,user_000373,free,2025-07-13,,active
sub_00000428,user_000374,free,2025-04-09,,active
sub_00000429,user_000375,free,2025-12-17,,active
sub_00000430,user_000376,free,2025-09-22,,active
sub_00000431,user_000377,pro,2025-07-08,,active
sub_00000432,user_000378,free,2025-12-05,,active
sub_00000433,user_000379,pro,2024-12-10,,active
sub_00000434,user_000380,free,2025-06-24,,active
sub_00000435,user_000380,pro,2025-12-19,,active
sub_00000436,user_000381,pro,2025-10-14,,active
sub_00000437,user_000382,free,2024-09-20,,active
sub_00000438,user_000383,free,2025-08-07,,active
sub_00000439,user_000384,free,2025-01-22,,active
sub_00000440,user_000385,pro,2025-06-16,,active
sub_00000441,user_000386,pro,2025-10-31,,active
sub_00000442,user_000387,free,2025-08-09,,active
sub_00000443,user_000388,free,2025-12-11,,active
sub_00000444,user_000389,pro,2025-10-19,,active
sub_00000445,user_000389,enterprise,2025-11-23,,active
sub_00000446,user_000390,free,2025-12-28,,active
sub_00000447,user_000391,free,2025-09-18,,active
sub_00000448,user_000392,free,2025-01-01,,active
sub_00000449,user_000393,free,2024-03-16,,active
sub_00000450,user_000394,pro,2025-07-21,,active
sub_00000451,user_000395,pro,2025-12-12,,active
sub_00000452,user_000396,pro,2025-10-18,,active
sub_00000453,user_000397,free,2024-07-06,,active
sub_00000454,user_000397,pro,2024-12-27,,active
sub_00000455,user_000398,free,2025-05-22,,active
sub_00000456,user_000399,free,2025-07-08,,active
sub_00000457,user_000400,free,2025-08-17,,active
sub_00000458,user_000401,free,2025-09-10,,active
sub_00000459,user_000402,enterprise,2025-11-24,,active
sub_00000460,user_000403,pro,2025-12-22,,active
sub_00000461,user_000404,free,2025-05-29,,active
sub_00000462,user_000405,free,2025-11-14,,active
sub_00000463,user_000406,enterprise,2025-08-02,,active
sub_00000464,user_000407,free,2025-01-21,,active
sub_00000465,user_000408,free,2025-10-03,,active
sub_00000466,user_000409,free,2025-11-22,,active
sub_00000467,user_000410,pro,2025-06-28,,active
sub_00000468,user_000411,enterprise,2025-12-12,,active
sub_00000469,user_000412,free,2025-02-18,,active
sub_00000470,user_000413,free,2025-10-21,,active
sub_00000471,user_000414,free,2025-07-12,,active
sub_00000472,user_000414,pro,2025-10-26,,active
sub_00000473,user_000415,pro,2025-11-11,,active
sub_00000474,user_000416,free,2025-02-03,,active
sub_00000475,user_000417,free,2025-05-29,,active
sub_00000476,user_000417,pro,2025-10-06,,active
sub_00000477,user_000418,pro,2025-07-06,,active
sub_00000478,user_000419,pro,2025-12-21,,active
sub_00000479,user_000420,pro,2024-12-24,,active
sub_00000480,user_000421,free,2025-09-03,,active
sub_00000481,user_000422,enterprise,2025-09-13,,active
sub_00000482,user_000423,free,2025-09-27,,active
sub_00000483,user_000423,pro,2025-11-07,,active
sub_00000484,user_000424,free,2025-09-12,,active
sub_00000485,user_000425,free,2025-07-29,,active
sub_00000486,user_000426,enterprise,2024-05-23,,active
sub_00000487,user_000426,free,2024-07-13,,active
sub_00000488,user_000427,free,2024-10-25,,active
sub_00000489,user_000428,free,2025-11-03,,active
sub_00000490,user_000429,enterprise,2025-08-03,,active
sub_00000491,user_000430,enterprise,2025-09-07,,active
sub_00000492,user_000430,pro,2025-12-20,,active
sub_00000493,user_000431,free,2025-07-29,,active
sub_00000494,user_000432,pro,2025-06-06,,active
sub_00000495,user_000433,free,2025-07-19,,active
sub_00000496,user_000434,free,2025-06-26,,active
sub_00000497,user_000434,pro,2025-12-07,,active
sub_00000498,user_000435,free,2025-08-03,,active
sub_00000499,user_000436,enterprise,2025-08-12,,active
sub_00000500,user_000437,free,2024-12-18,,active
sub_00000501,user_000438,enterprise,2025-04-14,,active
sub_00000502,user_000439,enterprise,2025-07-07,,active
sub_00000503,user_000440,enterprise,2025-04-19,,active
sub_00000504,user_000440,pro,2025-08-27,,active
sub_00000505,user_000441,free,2024-06-27,,active
sub_00000506,user_000442,free,2025-12-13,,active
sub_00000507,user_000443,pro,2025-08-25,,active
sub_00000508,user_000444,free,2025-09-29,,active
sub_00000509,user_000445,free,2024-03-30,,active
sub_00000510,user_000445,pro,2024-05-10,,active
sub_00000511,user_000446,free,2025-01-08,,active
sub_00000512,user_000446,pro,2025-03-26,,active
sub_00000513,user_000447,free,2025-04-26,,active
sub_00000514,user_000448,free,2025-03-22,,active
sub_00000515,user_000449,pro,2025-12-24,,active
sub_00000516,user_000450,free,2025-03-27,,active
sub_00000517,user_000451,free,2025-06-30,,active
sub_00000518,user_000452,free,2025-08-15,,active
sub_00000519,user_000453,pro,2025-04-14,,active
sub_00000520,user_000453,enterprise,2025-06-22,,active
sub_00000521,user_000454,pro,2025-11-03,,active
sub_00000522,user_000455,free,2025-12-15,,active
sub_00000523,user_000456,pro,2025-03-21,,active
sub_00000524,user_000457,pro,2025-05-08,,active
sub_00000525,user_000458,free,2025-08-14,,active
sub_00000526,user_000458,enterprise,2025-11-21,,active
sub_00000527,user_000459,enterprise,2025-06-19,,active
sub_00000528,user_000460,pro,2025-11-04,,active
sub_00000529,user_000461,free,2025-02-17,,active
sub_00000530,user_000462,free,2025-12-28,,active
sub_00000531,user_000463,pro,2025-09-21,,active
sub_00000532,user_000464,pro,2025-07-23,,active
sub_00000533,user_000465,free,2025-04-27,,active
sub_00000534,user_000466,pro,2025-05-20,,active
sub_00000535,user_000467,free,2025-03-01,,active
sub_00000536,user_000468,free,2025-06-12,,active
sub_00000537,user_000469,free,2025-04-21,,active
sub_00000538,user_000469,pro,2025-09-18,,active
sub_00000539,user_000470,enterprise,2024-11-04,,active
sub_00000540,user_000470,pro,2025-01-06,,active
sub_00000541,user_000471,free,2025-01-23,,active
sub_00000542,user_000472,free,2025-04-07,,active
sub_00000543,user_000473,pro,2025-09-05,,active
sub_00000544,user_000474,free,2024-12-29,,active
sub_00000545,user_000475,free,2025-05-23,,active
sub_00000546,user_000475,enterprise,2025-08-27,,active
sub_00000547,user_000476,free,2025-08-23,,active
sub_00000548,user_000477,pro,2025-01-22,,active
sub_00000549,user_000478,free,2025-11-22,,active
sub_00000550,user_000479,free,2025-11-19,,active
sub_00000551,user_000480,free,2025-08-12,,active
sub_00000552,user_000481,free,2025-09-27,,active
sub_00000553,user_000482,free,2024-11-06,,active
sub_00000554,user_000482,pro,2025-04-11,,active
sub_00000555,user_000483,free,2025-05-30,,active
sub_00000556,user_000484,free,2025-09-22,,active
sub_00000557,user_000484,pro,2025-12-24,,active
sub_00000558,user_000485,free,2024-11-28,,active
sub_00000559,user_000486,free,2024-04-23,,active
sub_00000560,user_000486,pro,2024-08-04,,active
sub_00000561,user_000487,free,2025-07-05,,active
sub_00000562,user_000488,free,2024-09-26,,active
sub_00000563,user_000488,pro,2024-12-20,,active
sub_00000564,user_000489,free,2025-07-23,,active
